the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.99944838296862 40.717329797150626, -73.99858925561142 40.71709951139703))",1,Manhattan,"101,103,102",1,65,26,7,WALKER STREET,32314,3,31184,MN0301,MN,Neighborhood,"Tribeca-Civic Center,SoHo-Little Italy-Hudson Square,Chinatown-Two Bridges",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",252.50441908
"MULTILINESTRING ((-73.99944838296862 40.717329797150626, -73.99858925561142 40.71709951139703))",1,Manhattan,"101,103,102",1,65,26,7,WALKER STREET,32314,3,31184,MN0301,MN,Neighborhood,"Tribeca-Civic Center,SoHo-Little Italy-Hudson Square,Chinatown-Two Bridges",X,AREA OF MINIMAL FLOOD HAZARD,"4,5",252.50441908
"MULTILINESTRING ((-74.00253798742465 40.71862688306069, -74.00183154286358 40.7183088093526))",1,Manhattan,101,1,"65,66",26,10,WALKER STREET,32087,2,30156,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"3,4",227.548242455
"MULTILINESTRING ((-74.00565492187951 40.720056987938534, -74.005186161411 40.71983746663699))",1,Manhattan,101,1,66,26,10,WALKER STREET,31808,2,30237,MN0102,MN,Regional,Tribeca-Civic Center,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,152.580418215
"MULTILINESTRING ((-74.0043721505433 40.71946672453671, -74.00253798742465 40.71862688306069))",1,Manhattan,101,1,66,26,10,WALKER STREET,32079,2,30126,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"2,3,4",593.403604422
"MULTILINESTRING ((-74.00098818087194 40.717931901336215, -74.00027443688424 40.717619402169106))",1,Manhattan,101,1,"65,66",26,"7,10",WALKER STREET,32076,2,30241,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"3,4",228.273982469
"MULTILINESTRING ((-74.00183154286358 40.7183088093526, -74.00098818087194 40.717931901336215))",1,Manhattan,101,1,"65,66",26,10,WALKER STREET,32072,2,30290,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"3,4",271.130519275
"MULTILINESTRING ((-74.00027443688424 40.717619402169106, -73.99944838296862 40.717329797150626))",1,Manhattan,"101,103",1,65,26,"7,10",WALKER STREET,32306,2,30323,MN0102,MN,Regional,"Tribeca-Civic Center,Chinatown-Two Bridges",X,AREA OF MINIMAL FLOOD HAZARD,"3,4,5",252.128300074
"MULTILINESTRING ((-74.00027443688424 40.717619402169106, -73.99944838296862 40.717329797150626))",1,Manhattan,"101,103",1,65,26,"7,10",WALKER STREET,32306,2,30323,MN0102,MN,Regional,"Tribeca-Civic Center,Chinatown-Two Bridges",X,AREA OF MINIMAL FLOOD HAZARD,"3,4,5",252.128300074
"MULTILINESTRING ((-74.00881270607998 40.706012310690845, -74.00794861251617 40.70554618784741))",1,Manhattan,101,1,65,26,10,WALL STREET,23183,1,29801,MN0101,MN,Global,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"1,3,4",293.660115566
"MULTILINESTRING ((-74.00739218802947 40.70518268844746, -74.00689991932072 40.70482424338785))",1,Manhattan,101,1,65,26,10,WALL STREET,23301,1,29773,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,188.899151042
"MULTILINESTRING ((-74.00794861251617 40.70554618784741, -74.00739218802947 40.70518268844746))",1,Manhattan,101,1,65,26,10,WALL STREET,23295,1,29992,MN0101,MN,Global,Financial District-Battery Park City,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","1,3,4",203.319906058
"MULTILINESTRING ((-74.00950278978388 40.70637890799853, -74.00881270607998 40.706012310690845))",1,Manhattan,101,1,65,26,10,WALL STREET,23174,1,29919,MN0101,MN,Global,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"3,4,5",233.336193247
"MULTILINESTRING ((-74.01067628730094 40.70711636892422, -74.01004195060342 40.706717736345176))",1,Manhattan,101,1,65,26,10,WALL STREET,324609,1,29885,MN0101,MN,Global,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"4,5",228.086671432
"MULTILINESTRING ((-74.01004195060342 40.706717736345176, -74.00950278978388 40.70637890799853))",1,Manhattan,101,1,65,26,10,WALL STREET,324610,1,29885,MN0101,MN,Global,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"3,4,5",193.86671213
"MULTILINESTRING ((-74.01067628730094 40.70711636892422, -74.01004195060342 40.706717736345176))",1,Manhattan,101,1,65,26,10,WALL STREET,324609,1,29885,MN0101,MN,Global,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,"4,5",228.086671432
"MULTILINESTRING ((-74.00689991932072 40.70482424338785, -74.0062927454217 40.704233767726244))",1,Manhattan,101,1,65,26,10,WALL STREET,118086,1,29827,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,273.167533159
"MULTILINESTRING ((-74.00689991932072 40.70482424338785, -74.0062927454217 40.704233767726244))",1,Manhattan,101,1,65,26,10,WALL STREET,118086,1,29827,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,273.167533159
"MULTILINESTRING ((-73.9906402421653 40.73062286958329, -73.99050558581659 40.730564956767886))",1,Manhattan,"103,102",2,66,27,12,WANAMAKER PLACE,106041,3,30742,MN0202,MN,Neighborhood,"Greenwich Village,East Village",X,AREA OF MINIMAL FLOOD HAZARD,,42.8719674347
"MULTILINESTRING ((-73.99192069741395 40.731166297285014, -73.9906402421653 40.73062286958329))",1,Manhattan,102,2,66,27,12,WANAMAKER PLACE,106040,3,30763,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,406.373917471
"MULTILINESTRING ((-74.01333605052787 40.71656633453567, -74.01429568274271 40.71699191302059))",1,Manhattan,101,1,66,26,10,WARREN STREET,240760,3,30074,MN0102,MN,Neighborhood,Financial District-Battery Park City,"AE,X",",AREA OF MINIMAL FLOOD HAZARD",1,307.908866932
"MULTILINESTRING ((-74.0096897535374 40.71495099290177, -74.01012319327008 40.715145947606494))",1,Manhattan,101,1,66,26,10,WARREN STREET,293567,2,30377,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"3,5",139.58068766
"MULTILINESTRING ((-74.01012319327008 40.715145947606494, -74.01051330984805 40.715322599065814))",1,Manhattan,101,1,66,26,10,WARREN STREET,293569,2,30377,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,3,125.848908865
"MULTILINESTRING ((-74.01152724063745 40.715783496624226, -74.01182595270626 40.715922405149804))",1,Manhattan,101,1,66,26,10,WARREN STREET,313729,2,30354,MN0102,MN,Regional,Tribeca-Civic Center,X,"0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD",1,97.0479404455
"MULTILINESTRING ((-74.00678194883704 40.71360615264855, -74.00838690815759 40.71436229378302))",1,Manhattan,101,1,66,26,10,WARREN STREET,23400,2,30282,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,5,523.312318185
"MULTILINESTRING ((-74.00838690815759 40.71436229378302, -74.0096897535374 40.71495099290177))",1,Manhattan,101,1,66,26,10,WARREN STREET,23260,2,30139,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"3,5",420.058581686
"MULTILINESTRING ((-74.01144557163929 40.715745518549255, -74.01152724063745 40.715783496624226))",1,Manhattan,101,1,66,26,10,WARREN STREET,315198,2,30354,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,1,26.5332890084
"MULTILINESTRING ((-74.01111845036542 40.71559339679282, -74.01144557163929 40.715745518549255))",1,Manhattan,101,1,66,26,10,WARREN STREET,315197,2,30354,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",106.278386698
"MULTILINESTRING ((-74.01429568274271 40.71699191302059, -74.01441931344823 40.71704831455982))",1,Manhattan,101,1,66,26,10,WARREN STREET,164089,3,30074,MN0102,MN,Neighborhood,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1,39.9599910691
"MULTILINESTRING ((-74.01307935595352 40.71646715027883, -74.01320779418627 40.716522264847036))",1,Manhattan,101,1,66,26,10,WARREN STREET,164095,3,30074,MN0102,MN,Neighborhood,Financial District-Battery Park City,AE,,1,40.8765720071
"MULTILINESTRING ((-74.01182595270626 40.715922405149804, -74.01292127784262 40.716398216066445))",1,Manhattan,101,1,66,26,10,WARREN STREET,164105,2,30354,MN0102,MN,Regional,"Financial District-Battery Park City,Tribeca-Civic Center","AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",1,349.63943282
"MULTILINESTRING ((-74.01182595270626 40.715922405149804, -74.01292127784262 40.716398216066445))",1,Manhattan,101,1,66,26,10,WARREN STREET,164105,2,30354,MN0102,MN,Regional,"Financial District-Battery Park City,Tribeca-Civic Center","AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",1,349.63943282
"MULTILINESTRING ((-74.01441931344823 40.71704831455982, -74.01454296323402 40.71710441699416))",1,Manhattan,101,1,66,26,10,WARREN STREET,164090,3,30013,MN0102,MN,Neighborhood,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1,39.9085808243
"MULTILINESTRING ((-74.01515618246631 40.71738806880917, -74.015769406847 40.717671416576856))",1,Manhattan,101,1,66,26,10,WARREN STREET,196440,3,30013,MN0102,MN,Neighborhood,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1,198.8811734
"MULTILINESTRING ((-74.01333605052787 40.71656633453567, -74.01429568274271 40.71699191302059))",1,Manhattan,101,1,66,26,10,WARREN STREET,240760,3,30074,MN0102,MN,Neighborhood,Financial District-Battery Park City,"AE,X",",AREA OF MINIMAL FLOOD HAZARD",1,307.908866932
"MULTILINESTRING ((-74.01454296323402 40.71710441699416, -74.01515618246631 40.71738806880917))",1,Manhattan,101,1,66,26,10,WARREN STREET,196439,3,30013,MN0102,MN,Neighborhood,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1,198.93809101
"MULTILINESTRING ((-74.0107283760342 40.71541962361604, -74.01082257694652 40.71546212068501))",1,Manhattan,101,1,66,26,10,WARREN STREET,313267,2,30377,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,3,30.3589619964
"MULTILINESTRING ((-74.01082257694652 40.71546212068501, -74.01111845036542 40.71559339679282))",1,Manhattan,101,1,66,26,10,WARREN STREET,313268,2,30377,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",94.9470264756
"MULTILINESTRING ((-74.01051330984805 40.715322599065814, -74.0107283760342 40.71541962361604))",1,Manhattan,101,1,66,26,10,WARREN STREET,313265,2,30377,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,3,69.3115712908
"MULTILINESTRING ((-73.99663936003472 40.731856258006914, -73.99511862581193 40.73120890920695))",1,Manhattan,102,1,66,27,"10,12",WASHINGTON MEWS,32590,4,30706,MN0202,MN,Community,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",482.972824296
"MULTILINESTRING ((-73.99663936003472 40.731856258006914, -73.99511862581193 40.73120890920695))",1,Manhattan,102,1,66,27,"10,12",WASHINGTON MEWS,32590,4,30706,MN0202,MN,Community,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",482.972824296
"MULTILINESTRING ((-73.99663936003472 40.731856258006914, -73.99511862581193 40.73120890920695))",1,Manhattan,102,1,66,27,"10,12",WASHINGTON MEWS,32590,4,30706,MN0202,MN,Community,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",482.972824296
"MULTILINESTRING ((-73.99530830756655 40.729776730463065, -73.99606314787992 40.730155261378535))",1,Manhattan,102,1,66,27,10,WASHINGTON PLACE,32596,3,30676,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,250.574551503
"MULTILINESTRING ((-73.99454694095247 40.72940599447574, -73.99530830756655 40.729776730463065))",1,Manhattan,102,1,66,27,"10,12",WASHINGTON PLACE,32603,3,30683,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,250.545330015
"MULTILINESTRING ((-73.99374703127077 40.729007297759786, -73.99454694095247 40.72940599447574))",1,Manhattan,102,"1,2",66,27,"10,12",WASHINGTON PLACE,32586,3,30735,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,265.050478892
"MULTILINESTRING ((-74.0005106636351 40.732315222921684, -74.00180602000437 40.73294884346051))",1,Manhattan,102,"3,1",66,27,10,WASHINGTON PLACE,32419,3,30795,MN0203,MN,Neighborhood,"Greenwich Village,West Village",X,AREA OF MINIMAL FLOOD HAZARD,5,426.817193028
"MULTILINESTRING ((-73.9991085083846 40.73162681806449, -74.0005106636351 40.732315222921684))",1,Manhattan,102,"3,1",66,27,10,WASHINGTON PLACE,32411,3,30704,MN0202,MN,Neighborhood,"Greenwich Village,West Village",X,AREA OF MINIMAL FLOOD HAZARD,5,462.512361812
"MULTILINESTRING ((-73.9991085083846 40.73162681806449, -74.0005106636351 40.732315222921684))",1,Manhattan,102,"3,1",66,27,10,WASHINGTON PLACE,32411,3,30704,MN0202,MN,Neighborhood,"Greenwich Village,West Village",X,AREA OF MINIMAL FLOOD HAZARD,5,462.512361812
"MULTILINESTRING ((-74.00180602000437 40.73294884346051, -74.00257298605534 40.73337194161585))",1,Manhattan,102,3,66,27,10,WASHINGTON PLACE,32220,3,31012,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,5,262.569983668
"MULTILINESTRING ((-74.00180602000437 40.73294884346051, -74.00257298605534 40.73337194161585))",1,Manhattan,102,3,66,27,10,WASHINGTON PLACE,32220,3,31012,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,5,262.569983668
"MULTILINESTRING ((-74.00180602000437 40.73294884346051, -74.00257298605534 40.73337194161585))",1,Manhattan,102,3,66,27,10,WASHINGTON PLACE,32220,3,31012,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,5,262.569983668
"MULTILINESTRING ((-74.00180602000437 40.73294884346051, -74.00257298605534 40.73337194161585))",1,Manhattan,102,3,66,27,10,WASHINGTON PLACE,32220,3,31012,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,5,262.569983668
"MULTILINESTRING ((-73.99606314787992 40.730155261378535, -73.99556245441994 40.730715214442135))",1,Manhattan,102,1,66,27,"10,12",WASHINGTON SQUARE EAST,32593,3,30782,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",246.731315335
"MULTILINESTRING ((-73.99606314787992 40.730155261378535, -73.99556245441994 40.730715214442135))",1,Manhattan,102,1,66,27,"10,12",WASHINGTON SQUARE EAST,32593,3,30782,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",246.731315335
"MULTILINESTRING ((-73.99657214501188 40.72955223321756, -73.99606314787992 40.730155261378535))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE EAST,32592,3,30732,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,261.094325481
"MULTILINESTRING ((-73.99657214501188 40.72955223321756, -73.99606314787992 40.730155261378535))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE EAST,32592,3,30732,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,261.094325481
"MULTILINESTRING ((-73.99697435527156 40.731408831739714, -73.99861225623036 40.732215430376584))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE NORTH,32588,2,30702,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",540.760791358
"MULTILINESTRING ((-73.99697435527156 40.731408831739714, -73.99861225623036 40.732215430376584))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE NORTH,32588,2,30702,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",540.760791358
"MULTILINESTRING ((-73.99556245441994 40.730715214442135, -73.99697435527156 40.731408831739714))",1,Manhattan,102,1,66,27,"10,12",WASHINGTON SQUARE NORTH,32594,2,30667,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",465.816016723
"MULTILINESTRING ((-73.99556245441994 40.730715214442135, -73.99697435527156 40.731408831739714))",1,Manhattan,102,1,66,27,"10,12",WASHINGTON SQUARE NORTH,32594,2,30667,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",465.816016723
"MULTILINESTRING ((-73.99735982670384 40.72994170590028, -73.99657214501188 40.72955223321756))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,32416,2,30770,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",260.374183493
"MULTILINESTRING ((-73.9980719715844 40.730288028573575, -73.99735982670384 40.72994170590028))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,32415,2,30669,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",234.259007427
"MULTILINESTRING ((-73.9980719715844 40.730288028573575, -73.99735982670384 40.72994170590028))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,32415,2,30669,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",234.259007427
"MULTILINESTRING ((-73.99735982670384 40.72994170590028, -73.99657214501188 40.72955223321756))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,32416,2,30770,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",260.374183493
"MULTILINESTRING ((-73.99960360348689 40.731043256314614, -73.99885434752962 40.73066786897197))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,32407,2,30697,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",248.649687373
"MULTILINESTRING ((-73.99960360348689 40.731043256314614, -73.99885434752962 40.73066786897197))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,32407,2,30697,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",248.649687373
"MULTILINESTRING ((-73.99885434752962 40.73066786897197, -73.99835576854834 40.73042846546783))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,294095,2,30828,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",163.408265403
"MULTILINESTRING ((-73.99835576854834 40.73042846546783, -73.9980719715844 40.730288028573575))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,294096,2,30828,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",93.832936444
"MULTILINESTRING ((-73.99835576854834 40.73042846546783, -73.9980719715844 40.730288028573575))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,294096,2,30828,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",93.832936444
"MULTILINESTRING ((-73.99885434752962 40.73066786897197, -73.99835576854834 40.73042846546783))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,294095,2,30828,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",163.408265403
"MULTILINESTRING ((-73.99885434752962 40.73066786897197, -73.99835576854834 40.73042846546783))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,294095,2,30828,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",163.408265403
"MULTILINESTRING ((-73.99835576854834 40.73042846546783, -73.9980719715844 40.730288028573575))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE SOUTH,294096,2,30828,MN0202,MN,Regional,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,"5,6",93.832936444
"MULTILINESTRING ((-73.99861225623036 40.732215430376584, -73.9991085083846 40.73162681806449))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE WEST,32434,3,30800,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,254.764041519
"MULTILINESTRING ((-73.99861225623036 40.732215430376584, -73.9991085083846 40.73162681806449))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE WEST,32434,3,30800,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,254.764041519
"MULTILINESTRING ((-73.99934167637545 40.73135198809873, -73.99960360348689 40.731043256314614))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE WEST,330337,3,30773,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,133.871925852
"MULTILINESTRING ((-73.9991085083846 40.73162681806449, -73.99934167637545 40.73135198809873))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE WEST,330336,3,30773,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,119.171770612
"MULTILINESTRING ((-73.99934167637545 40.73135198809873, -73.99960360348689 40.731043256314614))",1,Manhattan,102,1,66,27,10,WASHINGTON SQUARE WEST,330337,3,30773,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5,133.871925852
"MULTILINESTRING ((-74.00869557546173 40.73232480763413, -74.0086333433883 40.732643117649125))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,301941,3,30909,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,4",117.245823813
"MULTILINESTRING ((-74.0087839284881 40.73187289257435, -74.00869557546173 40.73232480763413))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,301940,3,30909,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3,4",166.457719101
"MULTILINESTRING ((-74.01513384148643 40.70626168917052, -74.0151028345792 40.70645943653222))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,23029,2,30090,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,72.5563973888
"MULTILINESTRING ((-74.00748240699467 40.74094190750273, -74.0069707781379 40.74162712644293))",1,Manhattan,"104,102",3,66,27,10,WASHINGTON STREET,32037,2,30907,MN0203,MN,Regional,"West Village,Chelsea-Hudson Yards",X,AREA OF MINIMAL FLOOD HAZARD,"2,3",287.096431223
"MULTILINESTRING ((-74.00794008902875 40.740297077703346, -74.00748240699467 40.74094190750273))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,32015,2,30841,MN0203,MN,Regional,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,2,3",266.980621695
"MULTILINESTRING ((-74.00805064100929 40.73937540083729, -74.00794008902875 40.740297077703346))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,32013,2,30843,MN0203,MN,Regional,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,2,3",337.19068091
"MULTILINESTRING ((-74.00810315436503 40.73875862164826, -74.00805064100929 40.73937540083729))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,32011,3,30842,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",225.182895302
"MULTILINESTRING ((-74.00815390509531 40.73814168942047, -74.00810315436503 40.73875862164826))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31740,3,31076,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",225.207493295
"MULTILINESTRING ((-74.00830847982905 40.73619215324497, -74.00825320585153 40.73696018040967))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31723,3,30932,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",280.235469913
"MULTILINESTRING ((-74.00846236493071 40.734476537733144, -74.00843635280452 40.7348143210642))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31709,3,31071,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,4",123.276043719
"MULTILINESTRING ((-74.00849166334858 40.73409436990026, -74.00846236493071 40.734476537733144))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31707,3,30869,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,4,5",139.472298943
"MULTILINESTRING ((-74.00849166334858 40.73409436990026, -74.00846236493071 40.734476537733144))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31707,3,30869,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,4,5",139.472298943
"MULTILINESTRING ((-74.0086333433883 40.732643117649125, -74.00855364212902 40.73340091018993))",1,Manhattan,102,3,66,27,10,WASHINGTON STREET,31703,3,30840,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,4,5",276.969779174
"MULTILINESTRING ((-74.00907045548652 40.73043417318216, -74.00892561399853 40.73115506849219))",1,Manhattan,102,3,66,"26,27",10,WASHINGTON STREET,31675,3,31070,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"1,3",265.69475631
"MULTILINESTRING ((-74.00992203929721 40.72598690550371, -74.00990680739254 40.726072248052375))",1,Manhattan,102,3,66,"26,27",10,WASHINGTON STREET,31629,5,30350,MN0201,MN,Baseline,SoHo-Little Italy-Hudson Square,AE,,"1,2",31.3782535071
"MULTILINESTRING ((-74.01005338540963 40.725244451420146, -74.00992203929721 40.72598690550371))",1,Manhattan,"101,102","3,1",66,"26,27",10,WASHINGTON STREET,31627,5,30350,MN0201,MN,Baseline,"Tribeca-Civic Center,SoHo-Little Italy-Hudson Square",AE,,1,272.937902766
"MULTILINESTRING ((-74.01022308942318 40.72416926456813, -74.01007001170684 40.72504434693953))",1,Manhattan,101,1,66,26,10,WASHINGTON STREET,31622,3,30272,MN0102,MN,Neighborhood,Tribeca-Civic Center,AE,,1,321.630547402
"MULTILINESTRING ((-74.01068283133883 40.72152352626739, -74.01056130152288 40.722201657154166))",1,Manhattan,101,1,66,26,10,WASHINGTON STREET,31587,3,30274,MN0102,MN,Neighborhood,Tribeca-Civic Center,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",1,249.349961594
"MULTILINESTRING ((-74.013888979029 40.70949773396938, -74.01368987557667 40.71006221519541))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,23077,2,30091,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,212.936641185
"MULTILINESTRING ((-74.01405467088301 40.709077490394755, -74.013888979029 40.70949773396938))",1,Manhattan,101,1,65,26,10,WASHINGTON STREET,23075,2,29950,MN0101,MN,Regional,Financial District-Battery Park City,AE,,1,159.850142822
