Facility Name,Location Type,Operator,Status,Open,Hours of Operation,Accessibility,Latitude,Longitude
Chelsea Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.74986,-74.0008
McCarren Park Zone 3,Park,NYC Parks,Operational,Year Round,7:30am-11:00pm,Fully Accessible,40.72203,-73.9518
Jaime Campiz Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71344,-73.9545
Carver Playground,Park,NYC Parks,Not Operational,,,Partially Accessible,40.68045,-73.9205
Little Bay Park Zone 2,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.79045,-73.782
Mott Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83127,-73.9148
Columbus Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71486,-74.0001
Caserta Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83749,-73.8538
Bartlett Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.70071,-73.946
Hunter Island Picnic Area,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.86985,-73.7904
John Allen Payne Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.63978,-74.0236
Rockaway Beach 08a,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Partially Accessible,40.57793,-73.8352
"Auburndale Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.773755,-73.796343
Ballfields,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.74192,-73.848
Coffey Park Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.67721,-74.0087
Prospect Park Lakeside Center,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-7:00pm,Fully Accessible,40.657069,-73.96418
Orchard Beach Snack Bars & Mobile Units,Park,NYC Parks Concessionaire,Operational,Year Round,11:00am-6:00pm,Fully Accessible,40.865136,-73.794799
Cadman Plaza Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69845,-73.9906
Harold Schneiderman Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.66475,-73.8504
Baisley Pond Park Zone 4,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.67464,-73.7878
Library for Arts & Culture,Library,BPL,Operational,Year Round,"Monday	10 am - 5 pm
Tuesday	10 am - 5 pm
Wednesday	10 am - 5 pm
Thursday	10 am - 5 pm
Friday	10 am - 5 pm
Saturday	10 am - 3 pm
Sunday	CLOSED",,40.686541,-73.978502
North Meadow Recreation Center,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.79115,-73.9596
Houston St Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72244,-73.9912
South Beach Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.59241,-74.0636
Hamilton Metz Field,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.66262,-73.9407
Railroad Park,Park,NYC Parks,Not Operational,,,,40.82493,-73.9156
Winthrop Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.65653,-73.9548
Frank D. O'Connor Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.74439,-73.8869
"67th Street Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Not Accessible,40.764923,-73.959551
Story Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.82298,-73.8631
McDonald Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.60116,-73.9722
Rockaway Beach 04c,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Partially Accessible,40.58752,-73.7957
"Clinton Hill Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.687387,-73.966032
Jamaica LIRR Restroom,Transit,LIRR,Operational,Year Round,"Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",,40.699608,-73.808531
Luther Gulick Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71594,-73.9816
Marie Curie Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.75709,-73.7715
"New Amsterdam Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm   
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.713585,-74.007871
Nelson Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83503,-73.9266
Hippo Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.79338,-73.978
"Ridgewood Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.705235,-73.90259
Hoyt Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.772016,-73.917342
"St. Agnes Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 6:00 pm",Fully Accessible,40.784843,-73.977454
"Marcy Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.691631,-73.951285
Wayanda Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71086,-73.739
Roy Wilkins Rec Center Zone 2A,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68766,-73.7725
"Queens Central Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm 
Thursday: 10:00 am - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.707881,-73.794679
Cunningham Park Indoor Tennis,Park,NYC Parks Concessionaire,Operational,Year Round,7:00am-11:00pm (indoor season) 8:00am-7:30pm (outdoor season),Fully Accessible,40.729396,-73.772786
Martin Luther King Jr. Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.66742,-73.8902
Alice Kornegay Triangle,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.80655,-73.9356
Lawrence Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.74845,-73.8337
Park Slope Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Partially Accessible,40.67703,-73.9785
Bufano Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83802,-73.831
Terrace Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.61356,-74.0983
"Astoria Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.772384,-73.928743
Judge Moses Weinstein Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71869,-73.8204
Turtle Cove Driving Range,Park,NYC Parks Concessionaire,Operational,Year Round,7:00am - 10:00pm Daily,Fully Accessible,40.864417,-73.807479
Paerdegat Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.63807,-73.9381
Jackie Robinson Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.66587,-73.9589
"Langston Hughes Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.757586,-73.868201
"Kingsbridge Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.880708,-73.907707
Sobelsohn Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.70986,-73.8355
Carroll Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68087,-73.9948
Paerdegat Basin Marina 5,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Partially Accessible,40.627513,-73.905176
Moore Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.8097,-73.9392
Webster Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.85952,-73.8929
Commodore Barry Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.69758,-73.9793
Luna Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.57607,-73.9788
"125th Street Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.803026,-73.934849
Sol Lain Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.71441,-73.984
"Hunters Point Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.745269,-73.95796
Fox Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.81514,-73.8985
Pat Parlato Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.57702,-73.9462
The High Line Zone 2,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.75258,-74.0021
Ben Abrams Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.85438,-73.8697
Albemarle Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.64604,-73.9805
"Todt Hill-Westerleigh Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm   
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.60961,-74.148523
"Phil ""Scooter"" Rizzuto Park",Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69467,-73.8215
Saul Weprin Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.74788,-73.7762
Bendheim Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.7904,-73.9546
Vinmont Veteran Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.90215,-73.9049
Coney Island Beach Zone 5b,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.5726,-73.9831
Bennett Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.85322,-73.9379
Curtis Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.64081,-73.9176
Dean Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68056,-73.9728
Astoria Heights Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.76102,-73.9113
Allerton Fields In Bronx Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.86953,-73.8766
"Gerritsen Beach Library, BPL",Library,BPL,Closed for Construction,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.591379,-73.923939
Underwood Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.68857,-73.9667
Soundview Park Zone 4,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81908,-73.8783
Little Flower Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.71258,-73.9886
Bill Rainey Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81876,-73.8983
Beach 17 Playground,Park,NYC Parks,Operational,Year Round,12:00pm-10:00pm,Not Accessible,40.59419,-73.7506
"Whitestone Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.788549,-73.810703
157 St Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68455,-73.7861
Monsignor Kett Playground,Park,NYC Parks,Not Operational,,"8am-4pm, Open later seasonally",Not Accessible,40.862642,-73.920891
P.S. 279 Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.64459,-73.8933
Orchard Bch. Pavilion,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",,40.86627,-73.7947
Osborn Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.65609,-73.9062
Bellerose Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.73286,-73.7177
"Cedar Lane Stables, Tudor Pk.",Park,NYC Parks Concessionaire,Operational,Year Round,,,40.670414,-73.852033
"East Flushing Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.757554,-73.784304
Agnes Haywood Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.88049,-73.8617
La Guardia Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71057,-73.9598
Mccarren Park Indoor Tennis,Park,NYC Parks Concessionaire,Operational,Seasonal,6:00am-12:00am,Partially Accessible,40.721812,-73.954618
"Jefferson Market Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 8:00 pm
Wednesday: 10:00 am - 8:00 pm
Thursday: 10:00 am - 8:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.734643,-73.999171
Ten Mile River Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.82982,-73.9527
Raymond Bush Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.6866,-73.9394
Carl Schurz Promenade,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.77571,-73.9439
Travers Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.75437,-73.8895
Clark Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81397,-73.9212
Moynihan Connector,Park,Friends of the High Line,Operational,Year Round,,,40.752417,-73.99929
Fdr Brdwalk/South Beach Rest.,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-11:00pm,Fully Accessible,40.589199,-74.066463
Madison Square Park APT,Public Plaza,NYC DOT/JCDecaux,Operational,Year Round,8am-8pm,Fully Accessible,40.741309,-73.987845
Mill Pond Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.82046,-73.9317
Downing Street Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.73002,-74.0029
"DeKalb Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,40.694825,-73.9284
"Forest Hills Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.722155,-73.843016
"Williamsburgh Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.706939,-73.957556
Van Cortlandt Golf Course,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-8:00pm Daily,Fully Accessible,40.896614,-73.887601
"Harlem Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.806169,-73.943317
Penn Station LIRR Restroom,Transit,LIRR,Operational,Year Round,"Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",,40.750588,-73.993581
Locust Point Marina,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Fully Accessible,40.816569,-73.806112
Arthur Kill Amusement Park,Park,NYC Parks Concessionaire,Operational,Seasonal,Tues-Sun 12pm-10pm,Fully Accessible,40.561486,-74.169255
"Rego Park Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.727325,-73.864504
Berriman Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.657,-73.8695
Harry Maze Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.64333,-73.9232
"Glen Oaks Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.745181,-73.714847
Vesuvio Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72563,-74.0025
Pelham South Park Headquarters,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.85172,-73.8247
Franz Sigel Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82137,-73.926
Horace Harding Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.73318,-73.8603
Lookout Hill,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.65691,-73.9704
"Riverside Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.77424,-73.984514
Telephone Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.7386,-73.7566
Abraham Lincoln Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81228,-73.9371
Friends Field,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.61867,-73.972
Flynn Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82093,-73.9119
Washington Market Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.71749,-74.0115
Bedford Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.7081,-73.9641
Happy Warrior Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.79575,-73.9685
Challenge Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.75691,-73.7281
Christopher J. Igneri Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.60873,-74.1195
Imagination Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.70623,-74.004
Captain Mario Fajardo Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.74503,-73.8173
Dag Hammarskjold Food Kiosk,Park,NYC Parks Concessionaire,Operational,Year Round,7:00am-9:00pm,Fully Accessible,40.752076,-73.968158
Fort Independence Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.88162,-73.8959
Fort Greene Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69234,-73.9772
Saratoga Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.68506,-73.919
"Schomburg Center for Research in Black Culture, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 am - 6:00 pm 
Friday: 10:00 am - 6:00 pm  
Saturday: 10:00 am - 6:00 pm",Fully Accessible,40.814657,-73.940945
Greeley Square Park,Park,34th Street Partnership,Operational,Year Round,8am-9pm,Fully Accessible,40.748533,-73.98846
Poe Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.86504,-73.8947
Castle Hill Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83903,-73.853
"Cortelyou Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.640812,-73.965966
Rufus King Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.70334,-73.8034
P.O. Reinaldo Salgado Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68791,-73.9255
Brooklyn Bridge Park Pier 6 - Quay Tower,Park,Brooklyn Bridge Park,Operational,Year Round,6am-1am,Fully Accessible,40.692827,-74.000721
"West New Brighton Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 6:00 pm 
Tuesday: 11:00 am - 6:00 pm 
Wednesday: 11:00 am - 6:00 pm 
Thursday: 11:00 am - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.634517,-74.114823
Detective William T. Gunn Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.73229,-73.7317
Vito Locascio Field,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.67011,-73.8446
153 East 53rd Street POPS,Privately Owned Public Space,Boston Properties,Operational,Year Round,Everyday 7:00am-11:00pm,Fully Accessible,40.758406,-73.970038
Star Spangled Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.69169,-73.9578
James Forten Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.67664,-73.9655
Arlington Edinboro Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.82086,-73.9467
Ferry Point Park Zone 2,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81201,-73.8386
South Beach Zone 3,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.5798,-74.0759
"Spuyten Duyvil Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Partially Accessible,40.886294,-73.914652
