ConditionHazard #,Class,Number,Type,Extent,Problem,Location/Comments,Priority,Cause,Feature #
6773,Condition,1,,1,,stall door doesn't lock,,0,33132
3390,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15848
3391,Condition,1,Dispensers Missing Soap,1,,,,0,15848
3519,Condition,1,Grime,1,,on floor,,0,16402
3656,Condition,1,Soap Globe Missing,1,,,,0,17255
3740,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,18088
3741,Condition,1,Mirrors Deteriorated,1,,,,0,18088
3742,Condition,1,Soap Dispensers Missing,1,,,,0,18091
2331,Condition,,Litter,,Light,,,0,10450
2392,Condition,1,Dispensers Missing Soap,1,,,,0,10704
2393,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10704
2406,Condition,,Litter,,Light,in sink,,0,10754
2407,Condition,,Grime,,Moderate,on walls,,0,10754
2434,Condition,1,Dispensers Missing Soap,1,,,,0,10868
2463,Condition,6,Fixture Deterioration,6,Moderate,urinals,,0,11004
2464,Condition,2,Wall Deterioration,2,Heavy,window sills rotting,,0,11004
2519,Condition,1,No Toilet Paper,1,,,,0,11272
2550,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,11472
2551,Condition,1,Dispensers Missing Soap,1,,,,0,11472
999,Condition,1,Soap Dispensers Missing,1,,,,0,4351
1044,Condition,2,No Paper Towels / Hand Dryer,2,,,,0,4434
1263,Condition,,Marker,,,on wall & hand dryer,,0,5505
1270,Condition,1,Dispensers Missing Soap,1,,,,0,5606
1291,Condition,1,No Toilet Paper,1,,,,0,5687
5284,Condition,,No Paper Towels / Hand Dryer,,,,,0,26179
5385,Condition,1,Toilets OOS,3,,,,0,26680
5396,Condition,1,No Toilet Paper,2,,,,0,26694
5398,Condition,1,Dispensers Missing Soap,1,,,,0,26694
5400,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,26694
5389,Condition,,,,,paint on wall,,0,26697
5390,Condition,1,No Toilet Paper,5,,,,0,26698
5392,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,26698
5393,Condition,1,Dispensers Missing Soap,1,,,,0,26698
5414,Condition,1,Dispensers Missing Soap,1,,(bar soap present),,0,26747
5415,Condition,1,No Toilet Paper,1,,,,0,26747
5416,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,26747
5474,Condition,,Marker,,Light,on stall wall,,0,27015
5516,Condition,,Paint Uneven / Not Uniform,,Light,on wall,,0,27162
5517,Condition,1,,1,,sink clogged,,0,27162
5684,Condition,,Grime,,Heavy,on most surfaces,,0,27816
3848,Condition,1,Litter,1,,light,,0,19310
3966,Condition,1,Litter,1,,heavy,,0,19946
4131,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,20631
5868,Condition,,,,,scratches on mirror,,0,28619
5930,Condition,1,Soap Globe Missing,1,,,,1,28834
5931,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,28837
5933,Condition,1,Dispensers Missing Soap,1,,,,0,28869
5936,Condition,,Stalls Missing Doors,,,,,0,28870
5938,Condition,,Fixture Deterioration,,,cracks in sink,,0,28870
6029,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,29470
6137,Condition,,,,,Bar soap present.,,0,30074
8117,Condition,,,,,No stall door,,0,38344
8138,Condition,,Litter,,Light,,,0,38462
8178,Condition,,Paint Uneven / Not Uniform,,,adj partition,,0,38779
8229,Condition,1,Dispensers Missing Soap,1,,,,1,39298
8245,Condition,1,Hand Dryers Broken,1,,,,1,39415
8246,Condition,1,Dispensers Missing Soap,1,,,,1,39415
8247,Condition,1,Soap Dispensers Missing,1,,,,0,39416
8253,Condition,1,Urinals OOS,1,,would not flush,,0,39416
10798,Condition,,Marker,,,on wall.,,0,52766
10797,Condition,,scratches,,,on mirror.,,0,52766
10923,Condition,,,,,no gender sign on door,,0,53284
10926,Condition,,Stalls Missing Doors,,,,,0,53284
10924,Condition,1,Dispensers Missing Soap,1,,,,1,53287
10925,Condition,1,Hand Dryers Broken,1,,,,1,53287
11184,Condition,,Dispensers Missing Soap,,Moderate,,,1,54374
11360,Condition,1,No Toilet Paper,1,,,,1,55256
11371,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,55423
11372,Condition,1,,1,,No liquid soap,,1,55423
11373,Condition,1,Toilet Paper Dispensers Damaged,1,,,,0,55424
11387,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,55509
6813,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,33263
7038,Condition,,Litter,,Light,in stalls,,0,34282
7061,Condition,1,Wall Deterioration,1,,stall door lock broken,,1,34349
7232,Condition,1,Toilets OOS,3,,,,0,35071
7233,Condition,2,Soap Dispensers Missing,2,,,,0,35071
7346,Condition,,Litter,,Light,on ceiling,,0,35371
7351,Condition,,Paint Uneven / Not Uniform,,Light,on wall,,0,35385
7361,Condition,,Ceiling Deterioration,,,breaks in ceiling tiles,,0,35418
7362,Condition,,Fixture Deterioration,,,old paper towel dispenser rusted,,0,35418
7375,Condition,1,Wall Deterioration,1,,stall door lock broken,,0,35453
7440,Condition,,Litter,,Light,on floor,,0,35771
7471,Condition,,Marker,,,on wall inside stall,,0,36022
8381,Condition,1,Dispensers Missing Soap,1,,,,1,40251
8382,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,40251
8515,Condition,,Litter,,Light,sink & urinal,,0,41137
8787,Condition,,Litter,,Light,,,0,42387
8789,Condition,1,Dispensers Missing Soap,1,,,,1,42388
8898,Condition,,Floors Deterioration,,Moderate,at entrance to handicapped accessible stall,,0,42941
8927,Condition,,Marker,,,on door,,0,43073
8999,Condition,1,No Toilet Paper,1,,,,1,43327
1413,Condition,,No Paper Towels / Hand Dryer,,,,,0,6341
1517,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,6824
1752,Condition,1,Dispensers Missing Soap,1,,,,0,7796
1753,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7796
1754,Condition,1,No Toilet Paper,1,,,,0,7796
12114,Condition,1,Urinals OOS,2,,,,0,60422
12115,Condition,,Fixture Deterioration,,Light,sink rusted,,0,60422
11443,Condition,1,No Toilet Paper,1,,,,1,55774
11444,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,55774
11456,Condition,,Litter,,Light,in stall,,0,55841
11500,Condition,1,Dispensers Missing Soap,1,,,,1,56178
11505,Condition,,Litter,,Light,in stall,,0,56245
11513,Condition,1,Grime,1,Heavy,toilet,,1,56377
11514,Condition,,Litter,,Moderate,on floor,,1,56377
11712,Condition,,,,,Strap on changing table is damaged.,,0,57800
11728,Condition,1,Dispensers Missing Soap,1,,,,1,57899
11729,Condition,1,Fixture Deterioration,1,,toilet seat broken,,0,57900
9449,Condition,,Dispensers Missing Soap,,,,,1,45299
9450,Condition,,No Paper Towels / Hand Dryer,,,,,1,45299
9506,Condition,1,Dispensers Missing Soap,1,,,,1,45614
9556,Condition,,Litter,,Light,on floor,,0,45914
9738,Condition,,Ceiling Deterioration,,Light,peeling paint,,0,46718
9747,Condition,1,Fixture Deterioration,1,,missing light cover,,0,46817
9748,Condition,1,Wall Deterioration,1,,stall door lock broken,,0,46817
9749,Condition,1,Dispensers Missing Soap,1,,men's room,,1,46818
9750,Condition,1,No Paper Towels / Hand Dryer,1,,men's room,,1,46818
9751,Condition,1,No Toilet Paper,1,,men's room,,1,46818
9804,Condition,1,Dispensers Missing Soap,1,,,,1,47104
2873,Condition,1,Marker,1,,profanity on the walls,,0,13461
2894,Condition,1,No Toilet Paper,1,,,,0,13612
2925,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13776
2926,Condition,1,No Toilet Paper,1,,,,0,13776
2937,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,13812
2938,Condition,1,Dispensers Missing Soap,1,,,,0,13812
3045,Condition,1,Urinals OOS,1,,"urinal damaged, causing flooding",,0,14379
3044,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,14380
3102,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,14680
3127,Condition,1,Urinals OOS,1,,urinal clogged,,0,14815
3170,Condition,1,Dispensers Missing Soap,1,,,,0,14980
3171,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,14980
3230,Condition,1,No Toilet Paper,1,,,,0,15183
3231,Condition,1,Dispensers Missing Soap,1,,,,0,15183
13862,Condition,,Litter,,Light,on floor,,0,75111
12405,Condition,1,Wall Deterioration,1,,stall door lock broken,,1,62243
12566,Condition,,Litter,,Moderate,on floor and toilet seat.,,1,63094
12662,Condition,1,Soap Dispensers Damaged,1,,,,,63866
4297,Condition,1,Toilet Paper Dispensers Damaged,1,,,,0,21382
4310,Condition,,Litter,,Light,,,0,21481
4311,Condition,1,Soap Globe Missing,1,,,,0,21482
15676,Condition,1,Dispensers Missing Soap,1,,,,1,90205
15717,Condition,1,Dispensers Missing Soap,1,,,,1,90438
15849,Condition,1,Dispensers Missing Soap,1,,,,1,91423
15850,Condition,1,Soap Globe Missing,1,,,,0,91424
15891,Condition,,Scratches,,,on stall wall.,,0,91673
9897,Condition,,,,,No liquid soap,,1,47836
10201,Condition,,Ceiling Deterioration,,Light,patch in corner over accessible stall,,0,49793
10202,Condition,,Spray Paint,,Light,on ceiling above urinal,,0,49794
10205,Condition,,Litter,,Light,in stall,,0,49861
10219,Condition,1,Fixture Deterioration,2,,faucet stuck open if not pulled back up closed,,0,49975
7654,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,36572
7690,Condition,1,Wall Deterioration,1,,stall door lock broken,,0,36722
7693,Condition,1,Soap Globe Missing,1,,women's room,,1,36725
7694,Condition,2,Wall Deterioration,2,,stall door locks broken,,1,36725
7695,Condition,1,Fixture Deterioration,5,,lights broken,,0,36725
7745,Condition,1,Dispensers Missing Soap,1,,,,1,36908
7746,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,36908
7829,Condition,1,Soap Dispensers Missing,13,,,,0,37107
7830,Condition,1,Soap Dispensers Damaged,13,,,,0,37107
7828,Condition,3,No Toilet Paper,26,,,,0,37108
7836,Condition,2,Dispensers Missing Soap,13,,,,0,37108
7891,Condition,1,Dispensers Missing Soap,1,,women's room,,1,37325
7890,Condition,1,Soap Globe Missing,1,,women's room,,0,37326
7960,Condition,,Litter,,Light,in stall & urinal,,0,37744
7971,Condition,,Grime,,Light,on toilet seat,,0,37744
13905,Condition,1,Toilets OOS,2,,,,0,75515
13938,Condition,,Dispensers Missing Soap,,,,,1,75865
14106,Condition,,No Toilet Paper,,,,,1,77102
14138,Condition,1,Dispensers Missing Soap,99,,,,1,77352
14139,Condition,1,No Paper Towels / Hand Dryer,99,,,,1,77352
14223,Condition,,Soap Globe Missing,,Light,,,0,77820
14225,Condition,,Floors Deterioration,,Light,,,0,77820
14231,Condition,1,Urinals OOS,1,,,,0,77855
12726,Condition,,Litter,,Light,at toilet.,,,64483
12767,Condition,,,,,,,,64819
12867,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,65688
12981,Condition,,,,Light,Etching on mirror,,,66373
13157,Condition,1,Dispensers Missing Soap,1,,,,1,68077
13158,Condition,1,Fixture Deterioration,1,,urinal,,,68078
13203,Condition,1,Dispensers Missing Soap,1,,,,1,68309
9130,Condition,,Litter,,Light,adj toilet,,0,44060
9249,Condition,3,No Toilet Paper,4,,men's room,,1,44545
9250,Condition,,Litter,,Light,in stall,,0,44546
9422,Condition,,Dispensers Missing Soap,,,,,1,45231
9423,Condition,,Soap Dispensers Missing,,,,,1,45232
9431,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,45263
16434,Condition,,Litter,,Light,scattered on floor,,0,97340
16440,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,97390
14994,Condition,,Spray Paint,,,on wall and ceiling,,0,83986
15131,Condition,1,,2,,light needs to be replaced.,,0,85576
15996,Condition,1,,1,,smoke detector was sounding alarm,,0,92710
16086,Condition,,Marker,,,on wall.,,0,93364
16087,Condition,,Scratches,,,on mirror.,,0,93364
13426,Condition,1,Dispensers Missing Soap,1,,,,1,70117
13427,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,70117
13456,Condition,,Wall Deterioration,,Light,windows in upper walls cracked,,,70250
13472,Condition,1,Dispensers Missing Soap,1,,,,1,70399
13588,Condition,,Ceiling Deterioration,,Moderate,,,0,71853
13592,Condition,,,,,water constantly running in sink,,0,71885
13601,Condition,1,Dispensers Missing Soap,1,,,,1,72022
13679,Condition,1,Dispensers Missing Soap,1,,,,1,72958
15254,Condition,1,Soap Dispensers Missing,2,,,,0,86676
15252,Condition,1,,1,,Changing table missing child protective strap.,,1,86676
15253,Condition,1,,2,,Mirrors missing.,,0,86676
15251,Condition,1,No Toilet Paper,4,,,,0,86679
15291,Condition,,Grime,,Moderate,in sink,,1,87062
15402,Condition,1,Hand Dryers Broken,1,,but functional,,0,88079
15403,Condition,1,No Toilet Paper,4,,,,0,88079
15400,Condition,1,,4,,Toilets seats missing,,0,88080
15438,Condition,1,Dispensers Missing Soap,1,,,,1,88333
14408,Condition,,Litter,,Light,,,0,79242
16492,Condition,,Floors Deterioration,,Light,,,0,98026
16502,Condition,1,,1,,Dryer OOS.,,0,98026
16576,Condition,,,,,Stall lock damaged,,0,98861
16672,Condition,2,Lights out,4,,,,0,99444
11789,Condition,,Ceiling Deterioration,,Light,,,0,58232
11866,Condition,,Litter,,Light,in stall and stuck to ceiling,,0,58767
11867,Condition,1,Fixture Deterioration,3,,light cover missing,,0,58768
11891,Condition,1,Toilets OOS,2,,,,0,58900
11905,Condition,,Litter,,Light,shirt on partition,,0,59150
17289,Condition,,Grime,,Light,on mirror.,,0,104659
10456,Condition,,Litter,,Moderate,on floor.,,1,51115
10503,Condition,1,Dispensers Missing Soap,1,,men's room,,1,51315
10544,Condition,,Litter,,Light,on floor.,,0,51529
10545,Condition,,,,Moderate,flood.,,0,51529
10638,Condition,,No Paper Towels / Hand Dryer,,,,,0,52098
10639,Condition,,Dispensers Missing Soap,,,,,0,52098
10722,Condition,1,Wall Deterioration,2,,stall door missing,,0,52416
17910,Condition,1,No Toilet Paper,6,,,,1,111911
17375,Condition,,,,,,,0,105428
17481,Condition,1,No Toilet Paper,1,,,,1,106600
17486,Condition,,,,,Folding chair in mens CS,,0,106617
17536,Condition,,,,,Lock on stall door is misaligned leaving large gap when closed.,,0,107385
16904,Condition,1,,2,,lock missing on door in ADA stall,,0,101501
16926,Condition,1,Dispensers Missing Soap,1,,,,1,101516
16927,Condition,1,No Toilet Paper,1,,,,1,101516
16917,Condition,,Wall Deterioration,,Light,,,0,101670
16277,Condition,,Marker,,Light,on door and stall,,0,95167
16278,Condition,,Litter,,Light,in stall,,0,95168
18079,Condition,1,Lights out,3,,(still adequately lit),,0,113051
18085,Condition,,,,,Light cover missing.,,0,113115
18129,Condition,,Changing Tables Deteriorated,,,safety strap missing,,0,113351
18128,Condition,,Stickers,,,& marker on window in stall,,0,113352
18185,Condition,3,No Toilet Paper,3,,person stuck in stall waiting for TP,,1,113802
18273,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,114470
18345,Condition,1,Dispensers Missing Soap,1,,,,1,114937
13824,Condition,1,Dispensers Missing Soap,1,,,,1,74729
13844,Condition,,Litter,,Light,in toilet stalls,,0,74880
17550,Condition,2,Stalls Doors,2,,don’t lock,,0,107549
17551,Condition,3,Stalls Doors,4,,don't lock,,0,107553
17552,Condition,,,,,stall wall panal adj door loose @ ADA stall,,0,107553
17594,Condition,2,No Toilet Paper,4,,,,1,108118
17611,Condition,1,,4,,lights out,,0,108453
17612,Condition,1,,4,,faucet constantly running,,0,108453
15522,Condition,,Litter,,Light,in stall,,0,88865
15572,Condition,,Litter,,Light,in toilet stall,,0,89169
21468,Condition,,Changing Tables Deteriorated,,Light,", missing safety straps",,0,149316
21472,Condition,1,No Toilet Paper,1,,,,1,149347
21482,Condition,,Litter,,Light,at restroom.,,0,149466
19048,Condition,1,Changing Tables,1,,damaged,,0,122643
19055,Condition,,Litter,,Light,", toilet paper",,0,122843
13018,Condition,1,Dispensers Missing Soap,1,,,,1,67041
20217,Condition,1,Urinals OOS,5,,,,0,134139
20218,Condition,,Scratches,,,on all three mirrors.,,0,134140
14734,Condition,,Litter,,Light,in stall,,0,81496
20844,Condition,,Litter,,Moderate,in stalls,,0,142131
17216,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,104142
22076,Condition,1,Dispensers Missing Soap,1,,,,1,157339
22078,Condition,1,Dispensers Missing Soap,1,,,,1,157403
22098,Condition,,Litter,,Light,in stall,,0,157554
19623,Condition,1,No Toilet Paper,1,,,,1,128159
19624,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,128159
19703,Condition,1,Dispensers Missing Soap,2,,,,0,128727
21555,Condition,1,Toilet Paper Dispensers Missing,2,,,,0,150634
21584,Condition,1,Dispensers Missing Soap,1,,,,1,151169
21693,Condition,1,Litter,1,Moderate,mens CS.,,0,152424
19123,Condition,1,Dispensers Missing Soap,1,,,,1,123376
19191,Condition,,Litter,,Moderate,in stall,,0,124047
19197,Condition,1,Dispensers Missing Soap,1,,,,1,124162
19276,Condition,2,No Toilet Paper,4,,,,1,124816
19280,Condition,,,,,on stall floors & on toilet dispenser,,0,124847
19390,Condition,,Stickers,,Light,on door trim,,0,125970
19400,Condition,1,Litter,1,Moderate,in mens bathroom.,,0,126151
19401,Condition,1,No Toilet Paper,1,,men's bathroom.,,1,126152
18480,Condition,1,,1,,Heat radiator rusted.,,0,116274
18481,Condition,,Floors Deterioration,,Moderate,,,1,116274
18482,Condition,,Wall Deterioration,,Light,,,0,116274
18627,Condition,,Litter,,Light,at restroom.,,0,117510
18644,Condition,,Scratches,,,on mirrors.,,0,117595
18645,Condition,,Litter,,Light,in liquid soap dispenser.,,0,117596
18726,Condition,,Wall Deterioration,,Light,in stall,,0,118296
18724,Condition,1,Dispensers Missing Soap,1,,,,1,118332
17791,Condition,,,,,,,0,110258
25139,Condition,1,Litter,1,Moderate,,,1,174752
19802,Condition,1,Dispensers Missing Soap,2,,,,0,129663
19888,Condition,1,Dispensers Missing Soap,1,,,,1,130281
19895,Condition,1,No Paper Towels / Hand Dryer,1,,ADA stall,,1,130331
19896,Condition,,,,,ADA stall marked OOS but everything was in working order,,0,130332
19977,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,131132
20001,Condition,1,Dispensers Missing Soap,1,Heavy,,,1,131368
21129,Condition,1,No Toilet Paper,1,,,,1,144818
21228,Condition,1,Litter,1,Light,mens CS.,,0,145721
21229,Condition,1,Dispensers Missing Soap,1,,mens Cs.,,1,145722
28696,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,185647
29697,Condition,,Scratches,,Moderate,on mirror,,0,186669
29734,Condition,1,Litter,1,Moderate,,,0,187034
20636,Condition,1,No Toilet Paper,1,,,,1,139973
20671,Condition,,Litter,,Moderate,at restroom.,,1,140124
20696,Condition,1,Litter,1,Moderate,in men's bathroom.,,1,140392
20749,Condition,1,Dispensers Missing Soap,1,,no soap in men's CS.,,1,140891
25160,Condition,1,Dispensers Missing Soap,1,,,,1,175205
25175,Condition,,Scratches,,,on mirror.,,0,175287
21784,Condition,1,Soap Dispensers Damaged,1,,In mens rest room,,0,153813
21857,Condition,,,,,all toilets and urinals constantly flushing,,1,154696
21927,Condition,,Litter,,Light,in the women's stall.,,0,155614
21932,Condition,,>15 square feet vertical,,,on stall wall,,1,155718
30972,Condition,1,Litter,1,Moderate,,,0,191281
39247,Condition,1,Scratches,1,Light,on Mirror in Men RR,,0,216949
39263,Condition,1,,5,Light,lights OOS in Mens RR,,0,217136
39313,Condition,,Fixture Deterioration,,Light,enamel on sink,,0,217818
39314,Condition,,Fixture Deterioration,,Light,seat cover removed,,0,217818
40398,Condition,,Natural Debris,,Light,in restroom.,,0,219693
20057,Condition,1,Dispensers Missing Soap,1,,mens bathroom.,,1,132117
20118,Condition,1,Toilets OOS,4,,clogged,,0,132786
35651,Condition,1,No Toilet Paper,1,,,,1,205236
19402,Condition,,Litter,,Light,on toilet,,0,126169
26418,Condition,2,No Toilet Paper,5,,,,0,179146
26420,Condition,2,Dispensers Missing Soap,5,,,,0,179146
27442,Condition,1,Dispensers Missing Soap,1,,,,1,180518
27462,Condition,2,Soap Dispensers Missing,4,,,,0,180803
22344,Condition,2,Dispensers Missing Soap,2,,,,1,160430
33271,Condition,1,No Toilet Paper,5,,,,0,195494
33300,Condition,1,Urinals OOS,1,Moderate,IN Mens RR,,1,195826
33407,Condition,,Marker,,,on TP dispenser,,0,198315
33433,Condition,,Litter,,Light,in toilet.,,0,199869
42785,Condition,,Paint Uneven / Not Uniform,,Light,on stall wall.,,0,229467
42786,Condition,1,Sink Constantly Running,1,,,,0,229467
42863,Condition,,Exterior Deterioration,,Light,window damaged mens side,,0,230372
42944,Condition,,Fixture Deterioration,,Light,Glass on window damaged.,,0,231275
40375,Condition,1,Soap Dispensers Missing,2,,,,0,219726
41451,Condition,1,Toilets OOS,4,Light,in the men's restroom.,,0,221580
41532,Condition,,Litter,,Light,in restroom.,,0,223719
41536,Condition,1,Dispensers Missing Soap,2,,,,0,223720
36814,Condition,1,Urinals OOS,3,Light,in the men's restroom.,,0,209429
36829,Condition,1,Litter,1,Light,,,0,209747
28540,Condition,1,Urinals OOS,2,,,,0,183493
43387,Condition,1,Sink Constantly Running,1,,,,0,236637
43435,Condition,,Litter,,Light,in stall,,0,237074
43007,Condition,,Litter,,Light,,,0,232026
43051,Condition,,Spray Paint,,,on stall wall,,0,232525
43142,Condition,1,Marker,1,Light,on stall wall.,,0,233730
43921,Condition,1,Toilets OOS,4,,,,0,243525
43947,Condition,1,Dispensers Missing Soap,2,,,,0,243943
43980,Condition,1,Urinals OOS,2,,,,0,244494
44010,Condition,,Spray Paint,,,on walls in toilet stall,,0,244911
44009,Condition,,Litter,,Light,on floor,,0,244912
32019,Condition,1,Urinals OOS,2,,,,0,191781
41601,Condition,1,Marker,1,Light,on hand dryer.,,0,226074
42670,Condition,1,Dispensers Missing Soap,2,,,,0,227781
42671,Condition,,Floors Deterioration,,Heavy,,,1,227782
44988,Condition,,Litter,,Light,within stall & under sink,,0,257680
44992,Condition,,Exterior Deterioration,,Light,,,0,257748
24713,Condition,still visi,>20 square feet horizontal,1,,still visible.,,0,168349
24720,Condition,1,Toilets OOS,4,,,,0,168418
24806,Condition,,Scratches,,,on mirror.,,0,169653
35624,Condition,,Litter,,Light,at restroom.,,0,204768
37982,Condition,1,Sink Constantly Running,1,,,,1,212520
37989,Condition,1,Toilets OOS,4,,,,0,212673
38014,Condition,,Litter,,Light,in restroom.,,0,213074
38027,Condition,1,No Functioning Dryer (and no paper towels),1,,in men's RR,,1,213123
39127,Condition,,Litter,,Light,in stall,,0,215328
43539,Condition,1,Dispensers Missing Soap,1,,,,1,238342
43548,Condition,1,Marker,1,,on toilet paper holder & mirror.,,0,238441
43550,Condition,,Litter,,Light,in womens PR Stall,,0,238459
43562,Condition,1,Urinals OOS,1,,,,0,238610
43615,Condition,,Litter,,Light,within stalls,,0,239377
39173,Condition,1,Litter,1,Light,,,0,216000
43196,Condition,1,Sink Constantly Running,1,,,,0,234634
44547,Condition,1,No Toilet Paper,2,,,,1,251931
44589,Condition,1,Dispensers Missing Soap,1,,,,1,252463
44590,Condition,1,No Toilet Paper,1,,,,1,252463
44642,Condition,,Litter,,Light,,,0,253535
44669,Condition,2,No Toilet Paper,2,,,,1,253900
44674,Condition,,Litter,,Light,in stall,,0,253903
24994,Condition,1,Dispensers Missing Soap,2,,,,0,171511
45015,Condition,1,Sinks OOS,1,,,,0,258262
45046,Condition,1,Urinals OOS,1,,,,0,258998
45047,Condition,,Fixture Deterioration,,Light,enamel worn,,0,259001
43688,Condition,1,Toilets OOS,6,,ADA stall,,0,240382
43787,Condition,1,,2,,Sink drain clogged.,,0,241417
43818,Condition,1,Litter,1,Light,,,0,241904
43874,Condition,,Exterior Deterioration,,Light,chipping paint on door,,0,242822
44695,Condition,1,No Toilet Paper,1,,,,1,254185
44697,Condition,,Paint Uneven / Not Uniform,,Moderate,on stall wall.,,0,254186
44722,Condition,1,Dispensers Missing Soap,1,,,,1,254372
44723,Condition,1,No Toilet Paper,1,,,,1,254372
44781,Condition,,Marker,,Light,on Men's PR mirror,,0,255004
44833,Condition,,Scratches,,,on mirror.,,0,255589
44834,Condition,,Spray Paint,,,"/sticker, including sstill visible, on stall wall and door.",,0,255589
44897,Condition,,Litter,,Light,on toilet seat,,0,256426
44907,Condition,1,Toilets OOS,5,Light,in the women's restroom.,,0,256508
44077,Condition,1,Sinks OOS,1,,,,0,245980
44085,Condition,,Litter,,Light,within Women's PR,,0,246080
44183,Condition,,Litter,,Light,in stall,,0,247584
44308,Condition,,Marker,,,on wall in Women's PR,,0,249141
44394,Condition,,Litter,,Heavy,at restroom.,,1,250123
44393,Condition,1,No Toilet Paper,2,,,,1,250124
45174,Condition,,Stickers,,,on urinal and on toilet paper holder,,0,261173
45231,Condition,1,Dispensers Missing Soap,1,,in Mens PR,,1,262042
45247,Condition,,Marker,,,on wall in stall,,0,262274
45246,Condition,1,Soap Dispensers Missing,1,,,,0,262277
45379,Condition,,Litter,,Light,in stall,,0,264249
4403,Condition,,Litter,,Heavy,,,0,240
117,Condition,,Litter,,Light,overall,,0,693
136,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,840
229,Condition,1,Soap Dispensers Missing,1,,,,0,1211
413,Condition,,Dispensers Missing Soap,,,,,0,1893
414,Condition,,No Paper Towels / Hand Dryer,,,,,0,1893
424,Condition,,Litter,,Moderate,,,0,1979
478,Condition,1,Dispensers Missing Soap,1,,,,0,2129
504,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,2311
505,Condition,1,Dispensers Missing Soap,1,,,,0,2311
611,Condition,,No Paper Towels / Hand Dryer,,,,,0,2565
3271,Condition,1,Litter,1,,light litter,,0,15330
3307,Condition,1,Dispensers Missing Soap,1,,,,0,15480
3308,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15480
3309,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15484
3310,Condition,1,Dispensers Missing Soap,1,,,,0,15484
3417,Condition,1,No Toilet Paper,1,,2 out of 3 stalls need toilet paper,,0,15948
3422,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15984
3423,Condition,1,Dispensers Missing Soap,1,,,,0,15984
3546,Condition,1,Dispensers Missing Soap,1,,,,0,16520
3628,Condition,1,Soap Dispensers Damaged,1,,,,0,16919
3629,Condition,1,Paint Uneven / Not Uniform,1,,,,0,16919
3627,Condition,1,Dispensers Missing Soap,1,,,,0,16920
3664,Condition,1,Towel Dispensers Missing,1,,,,0,17287
3665,Condition,1,Soap Dispensers Missing,1,,,,0,17287
3662,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,17288
3663,Condition,1,Dispensers Missing Soap,1,,,,0,17288
4609,Condition,1,No Toilet Paper,1,,,,0,22718
4610,Condition,2,Dispensers Missing Soap,2,,,,0,22718
4769,Condition,1,Dispensers Missing Soap,1,,,,0,23536
4972,Condition,1,Dispensers Missing Soap,1,,,,0,24657
4973,Condition,1,Soap Dispensers Missing,1,,,,0,24658
5090,Condition,1,No Toilet Paper,2,,,,0,25307
7257,Condition,1,,1,,Faucet loose,,0,35099
8473,Condition,1,No Toilet Paper,1,,,,1,40856
8487,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,40954
8494,Condition,1,Dispensers Missing Soap,1,,,,1,40990
8581,Condition,,Marker,,,on door,,0,41615
8638,Condition,,,,,No liquid soap,,1,41815
8639,Condition,1,Soap Globe Missing,1,,,,0,41817
8694,Condition,1,,1,,No liquid soap,,1,42092
8695,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,42092
8762,Condition,1,Soap Globe Missing,1,,,,0,42360
8764,Condition,1,Sinks OOS,3,,,,0,42360
